datetime,open,high,low,close,volume
2020-01-01,101.35242056304028,101.61634041485304,100.77134598350096,101.35242056304028,3502
2020-01-02,101.35242056304028,101.72006960092756,100.61575526727692,100.97967066660762,9677
2020-01-03,100.97967066660762,101.5388140612864,100.51343288668764,101.00592679755049,6165
2020-01-04,101.00592679755049,102.2039290697383,100.3279248363908,101.33193982394768,1708
2020-01-05,101.33193982394768,101.33193982394768,99.9301172399063,100.7008014010471,9873
2020-01-06,100.7008014010471,100.75437011502346,100.462403775386,100.70245385937186,6097
2020-01-07,100.70245385937186,101.55394293259116,99.99291417967316,100.70174155068553,4154
2020-01-08,100.70174155068553,100.70174155068553,98.8366833409381,99.29796210560916,2629
2020-01-09,99.29796210560916,100.82782877889052,99.29796210560916,100.11208851013996,3530
2020-01-10,100.11208851013996,101.2006379976154,100.03086369539812,100.5924873228756,5262
2020-01-11,100.5924873228756,100.5924873228756,99.85820042994396,100.0921441437022,3931
2020-01-12,100.0921441437022,100.21500122690132,99.14339819304472,99.95490553474563,2851
2020-01-13,99.95490553474563,101.10154831894624,99.95490553474563,100.35914503410302,2693
2020-01-14,100.35914503410302,100.35914503410302,100.05132441155844,100.15005990194972,1254
2020-01-15,100.15005990194972,100.9111055195048,99.0933551467075,99.95586063901168,9106
2020-01-16,99.95586063901168,99.95586063901168,98.6259704047334,98.79326750901905,3137
2020-01-17,98.79326750901905,99.39736221661668,98.53401572552126,99.23693175853256,2050
2020-01-18,99.23693175853256,99.9717390368442,98.47311753292529,99.33603648276218,2062
2020-01-19,99.33603648276218,99.66947603603894,98.8317982479189,99.55560442177016,9310
2020-01-20,99.55560442177016,99.55560442177016,97.40040833896556,98.33438479627428,6554
2020-01-21,98.33438479627428,100.0864487173288,98.33438479627428,99.65494454922346,8289
2020-01-22,99.65494454922346,99.84721305300802,99.4062716996297,99.77841297758854,6773
2020-01-23,99.77841297758854,99.77841297758854,98.83668337051054,99.46870102295944,6765
2020-01-24,99.46870102295944,101.64013936199176,99.46870102295944,101.09195879956832,8231
2020-01-25,101.09195879956832,101.93513236436915,100.05695853643672,101.0556499756798,8250
2020-01-26,101.0556499756798,101.0556499756798,99.23580118842584,99.89510701636254,8311
2020-01-27,99.89510701636254,99.96859040211302,98.89410331469512,99.5709247320204,1565
2020-01-28,99.5709247320204,99.5709247320204,97.16974921103656,97.74027265044302,1425
2020-01-29,97.74027265044302,99.22123922845137,97.74027265044302,98.57978988991762,9117
2020-01-30,98.57978988991762,98.95720217423496,98.05556248171804,98.24661043510162,6387
2020-01-31,98.24661043510162,98.24661043510162,97.54951622837244,97.65256761493796,2767
2020-02-01,97.65256761493796,98.87566121164222,97.65256761493796,98.51054372019836,2469
2020-02-02,98.51054372019836,98.51054372019836,97.16220991111312,97.18968324867367,4167
2020-02-03,97.18968324867367,98.5025280804488,97.00935964312777,97.61802673373457,8579
2020-02-04,97.61802673373457,97.61802673373457,95.79310145605224,95.96649489123762,7741
2020-02-05,95.96649489123762,96.38784230443764,94.55770570580388,95.43676741950416,4618
2020-02-06,95.43676741950416,95.43676741950416,94.37000030456576,94.47339154302438,2908
2020-02-07,94.47339154302438,96.43039246201012,94.47339154302438,95.6429720447952,4211
2020-02-08,95.6429720447952,97.93806474315174,95.6429720447952,97.05590074713866,3179
2020-02-09,97.05590074713866,97.33892067796194,96.19083574218229,96.7923697456082,7936
2020-02-10,96.7923697456082,98.13933784662711,96.7923697456082,97.46495633932304,7739
2020-02-11,97.46495633932304,97.46495633932304,96.60904534565913,97.32096721832116,4876
2020-02-12,97.32096721832116,98.59930764788716,97.32096721832116,97.77541672818356,4664
2020-02-13,97.77541672818356,97.83699814032734,97.02100547748589,97.17314697104638,5984
2020-02-14,97.17314697104638,97.17314697104638,94.86786755766089,95.80647560851271,8541
2020-02-15,95.80647560851271,95.80647560851271,93.54081389999529,94.36399668172892,1954
2020-02-16,94.36399668172892,94.82190510509834,93.97189805312792,94.67049416313496,9829
2020-02-17,94.67049416313496,97.28594947888996,94.67049416313496,96.46857020538113,4573
2020-02-18,96.46857020538113,97.19567904915476,96.19385951568056,96.68409950978742,8603
2020-02-19,96.68409950978742,96.84962276897424,96.17988281551284,96.26441581426674,6748
2020-02-20,96.26441581426674,97.96036088222822,96.26441581426674,97.79403090413228,4237
2020-02-21,97.79403090413228,98.59933668443654,97.05691498004848,97.98387238144204,6039
